season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,weekday,hour,count
1,0,1,1,8.2,9.09,40,19.9995,2011,1,2,8,195.0
1,0,1,1,9.02,9.85,37,22.0028,2011,1,2,9,115.0
1,0,1,1,9.02,9.85,37,22.0028,2011,1,2,10,57.0
1,0,1,1,10.66,11.365,33,22.0028,2011,1,2,11,46.0
1,0,1,1,10.66,11.365,33,22.0028,2011,1,2,12,79.0
1,0,1,1,11.48,12.88,30,19.9995,2011,1,2,13,71.0
1,0,1,1,12.3,14.395,28,12.998,2011,1,2,14,62.0
1,0,1,1,12.3,14.395,28,12.998,2011,1,2,15,62.0
1,0,1,1,12.3,15.91,28,6.0032,2011,1,2,16,89.0
1,0,1,1,9.84,11.365,38,12.998,2011,1,2,17,190.0
1,0,1,1,9.84,12.12,38,8.9981,2011,1,2,18,169.0
1,0,1,1,9.84,12.88,38,7.0015,2011,1,2,19,132.0
1,0,1,1,9.02,11.365,47,11.0014,2011,1,2,20,89.0
1,0,1,1,8.2,9.85,51,12.998,2011,1,2,21,43.0
1,0,1,1,7.38,9.85,55,8.9981,2011,1,2,22,42.0
1,0,1,1,8.2,12.88,47,6.6995142499999965,2011,1,2,23,19.0
1,0,1,1,7.38,12.12,55,6.747765416666665,2011,1,3,0,11.0
1,0,1,1,6.56,11.365,64,6.274903983333328,2011,1,3,1,4.0
1,0,1,1,6.56,11.365,64,6.274903983333328,2011,1,3,2,2.0
1,0,1,2,6.56,9.85,64,6.0032,2011,1,3,4,1.0
1,0,1,2,5.74,9.09,69,6.0032,2011,1,3,5,4.0
1,0,1,2,5.74,8.335,63,7.0015,2011,1,3,6,36.0
1,0,1,2,6.56,11.365,59,6.062099699999994,2011,1,3,7,95.0
1,0,1,1,6.56,11.365,59,6.226320049999995,2011,1,3,8,219.0
1,0,1,2,7.38,12.12,51,6.776882499999995,2011,1,3,9,122.0
1,0,1,1,8.2,12.88,47,6.6995142499999965,2011,1,3,10,45.0
1,0,1,1,9.02,12.88,44,6.0032,2011,1,3,11,59.0
1,0,1,1,10.66,14.395,35,7.5524074999999975,2011,1,3,12,84.0
1,0,1,1,10.66,13.635,35,7.0015,2011,1,3,13,67.0
1,0,1,1,11.48,13.635,36,11.0014,2011,1,3,14,70.0
1,0,1,1,11.48,13.635,36,13.970189541666675,2011,1,3,15,62.0
1,0,1,1,10.66,12.88,38,11.0014,2011,1,3,16,86.0
1,0,1,1,9.02,11.365,51,11.0014,2011,1,3,17,172.0
1,0,1,1,9.02,11.365,51,8.9981,2011,1,3,18,163.0
1,0,1,1,9.02,12.88,55,6.0032,2011,1,3,19,112.0
1,0,1,1,8.2,10.605,51,11.0014,2011,1,3,20,69.0
1,0,1,2,9.02,10.605,55,15.0013,2011,1,3,21,48.0
1,0,1,2,9.02,10.605,51,19.0012,2011,1,3,22,52.0
1,0,1,2,8.2,9.85,59,12.998,2011,1,3,23,23.0
1,0,1,2,8.2,9.85,64,12.998,2011,1,4,0,17.0
1,0,1,2,8.2,9.85,69,15.0013,2011,1,4,1,7.0
1,0,1,2,8.2,9.85,69,15.0013,2011,1,4,2,1.0
1,0,1,2,8.2,10.605,69,8.9981,2011,1,4,4,1.0
1,0,1,3,9.02,13.635,55,13.817499333333346,2011,1,4,5,5.0
1,0,1,2,8.2,12.88,69,6.692596499999995,2011,1,4,6,34.0
1,0,1,1,8.2,10.605,69,8.9981,2011,1,4,7,84.0
1,0,1,1,8.2,9.85,51,16.9979,2011,1,4,8,210.0
1,0,1,1,8.2,9.09,47,19.9995,2011,1,4,9,134.0
1,0,1,1,9.02,9.85,37,22.0028,2011,1,4,10,63.0
1,0,1,2,8.2,9.85,40,15.0013,2011,1,4,11,67.0
1,0,1,2,8.2,9.85,37,16.9979,2011,1,4,12,59.0
1,0,1,2,8.2,9.09,37,19.0012,2011,1,4,13,73.0
1,0,1,2,8.2,9.85,40,16.9979,2011,1,4,14,50.0
1,0,1,2,8.2,10.605,37,11.0014,2011,1,4,15,72.0
1,0,1,2,8.2,10.605,37,11.0014,2011,1,4,16,87.0
1,0,1,2,8.2,12.88,37,6.445000711904757,2011,1,4,17,187.0
1,0,1,1,8.2,11.365,40,6.0032,2011,1,4,18,123.0
1,0,1,1,6.56,9.85,55,6.0032,2011,1,4,19,95.0
1,0,1,1,7.38,10.605,47,7.0015,2011,1,4,20,51.0
1,0,1,1,7.38,9.85,47,8.9981,2011,1,4,21,39.0
1,0,1,2,7.38,9.85,43,11.0014,2011,1,4,22,36.0
1,0,1,2,7.38,9.85,51,11.0014,2011,1,4,23,15.0
1,0,0,2,7.38,9.85,51,11.0014,2011,1,5,0,25.0
1,0,0,2,7.38,10.605,55,6.0032,2011,1,5,1,16.0
1,0,0,2,7.38,12.12,55,6.642492304761899,2011,1,5,2,16.0
1,0,0,3,7.38,9.85,55,11.0014,2011,1,5,3,7.0
1,0,0,3,7.38,9.85,55,11.0014,2011,1,5,4,1.0
1,0,0,2,6.56,8.335,74,11.0014,2011,1,5,5,5.0
1,0,0,2,6.56,8.335,74,11.0014,2011,1,5,6,2.0
1,0,0,2,6.56,9.09,74,7.0015,2011,1,5,7,9.0
1,0,0,3,6.56,9.09,93,7.0015,2011,1,5,8,15.0
1,0,0,3,6.56,9.09,93,7.0015,2011,1,5,9,20.0
1,0,0,2,7.38,9.85,80,11.0014,2011,1,5,10,61.0
1,0,0,2,8.2,9.09,69,26.0027,2011,1,5,11,62.0
1,0,0,2,8.2,9.09,59,23.9994,2011,1,5,12,98.0
1,0,0,1,8.2,9.09,44,22.0028,2011,1,5,13,102.0
1,0,0,1,8.2,8.335,32,32.9975,2011,1,5,14,95.0
1,0,0,1,8.2,8.335,32,30.0026,2011,1,5,15,74.0
1,0,0,1,7.38,6.82,29,30.0026,2011,1,5,16,76.0
1,0,0,1,6.56,6.06,37,36.9974,2011,1,5,17,69.0
1,0,0,1,5.74,6.06,39,19.9995,2011,1,5,18,55.0
1,0,0,1,5.74,6.06,36,16.9979,2011,1,5,19,30.0
1,0,0,1,4.92,6.06,36,16.9979,2011,1,5,20,28.0
1,0,0,1,4.92,5.305,39,23.9994,2011,1,5,21,37.0
1,0,0,1,4.92,5.305,36,26.0027,2011,1,5,22,34.0
1,0,0,1,4.1,3.03,39,30.0026,2011,1,5,23,22.0
1,0,0,1,4.1,3.79,42,26.0027,2011,1,6,0,25.0
1,0,0,1,4.1,3.03,42,31.0009,2011,1,6,1,12.0
1,0,0,1,4.1,3.03,46,31.0009,2011,1,6,2,11.0
1,0,0,1,4.1,3.79,46,27.9993,2011,1,6,3,4.0
1,0,0,1,3.28,4.545,53,12.998,2011,1,6,4,1.0
1,0,0,1,3.28,4.545,53,12.998,2011,1,6,5,1.0
1,0,0,1,4.1,4.545,49,19.0012,2011,1,6,6,1.0
1,0,0,1,3.28,4.545,53,12.998,2011,1,6,7,6.0
1,0,0,1,4.1,4.545,49,19.0012,2011,1,6,8,10.0
1,0,0,1,4.92,3.79,46,35.0008,2011,1,6,9,19.0
1,0,0,1,5.74,5.305,43,26.0027,2011,1,6,10,49.0
1,0,0,1,6.56,6.06,40,35.0008,2011,1,6,11,49.0
1,0,0,1,7.38,6.82,37,30.0026,2011,1,6,12,83.0
1,0,0,1,8.2,8.335,34,30.0026,2011,1,6,13,75.0
1,0,0,1,9.02,9.09,32,31.0009,2011,1,6,14,72.0
1,0,0,1,9.02,9.85,35,23.9994,2011,1,6,15,82.0
1,0,0,1,8.2,8.335,34,30.0026,2011,1,6,16,92.0
1,0,0,1,7.38,7.575,37,26.0027,2011,1,6,17,62.0
1,0,0,1,6.56,6.82,40,22.0028,2011,1,6,18,48.0
1,0,0,1,6.56,6.82,43,22.0028,2011,1,6,19,41.0
1,0,0,1,5.74,6.06,46,16.9979,2011,1,6,20,38.0
1,0,0,1,5.74,5.305,46,27.9993,2011,1,6,21,20.0
1,0,0,1,5.74,6.06,46,19.9995,2011,1,6,22,15.0
1,0,0,1,4.92,6.82,50,12.998,2011,1,6,23,6.0
1,0,1,1,4.92,6.06,50,19.0012,2011,1,0,0,5.0
1,0,1,1,4.92,6.06,50,19.0012,2011,1,0,1,1.0
1,0,1,1,4.92,6.06,50,15.0013,2011,1,0,2,3.0
1,0,1,1,4.92,6.06,50,15.0013,2011,1,0,3,1.0
1,0,1,1,4.1,6.06,54,8.9981,2011,1,0,4,3.0
1,0,1,1,4.1,5.305,54,16.9979,2011,1,0,5,3.0
1,0,1,1,4.92,6.06,50,19.0012,2011,1,0,6,31.0
1,0,1,1,4.92,6.06,50,15.0013,2011,1,0,7,77.0
1,0,1,2,4.92,6.06,50,19.0012,2011,1,0,8,188.0
1,0,1,2,5.74,6.06,50,16.9979,2011,1,0,9,94.0
1,0,1,2,5.74,6.06,50,19.9995,2011,1,0,10,31.0
1,0,1,2,6.56,6.82,47,19.0012,2011,1,0,11,30.0
1,0,1,2,8.2,9.09,40,19.0012,2011,1,0,12,52.0
1,0,1,2,8.2,9.09,40,19.0012,2011,1,0,13,54.0
1,0,1,2,8.2,9.85,40,15.0013,2011,1,0,14,47.0
1,0,1,2,8.2,9.85,40,15.0013,2011,1,0,15,45.0
1,0,1,1,8.2,10.605,40,8.9981,2011,1,0,16,74.0
1,0,1,1,8.2,11.365,40,7.0015,2011,1,0,17,178.0
1,0,1,1,8.2,9.85,40,15.0013,2011,1,0,18,155.0
1,0,1,1,6.56,8.335,47,11.0014,2011,1,0,19,95.0
1,0,1,1,6.56,8.335,50,11.0014,2011,1,0,20,74.0
1,0,1,1,5.74,6.82,59,12.998,2011,1,0,21,38.0
1,0,1,1,5.74,7.575,59,11.0014,2011,1,0,22,24.0
1,0,1,1,5.74,7.575,59,11.0014,2011,1,0,23,18.0
1,0,1,1,5.74,8.335,59,7.0015,2011,1,1,0,12.0
1,0,1,1,5.74,7.575,59,11.0014,2011,1,1,1,3.0
1,0,1,2,6.56,7.575,55,12.998,2011,1,1,2,3.0
1,0,1,2,6.56,9.09,55,8.9981,2011,1,1,5,6.0
1,0,1,2,6.56,9.09,55,8.9981,2011,1,1,6,27.0
1,0,1,2,6.56,11.365,55,6.360705938095234,2011,1,1,7,99.0
1,0,1,2,7.38,10.605,51,6.0032,2011,1,1,8,217.0
1,0,1,2,7.38,9.85,51,11.0014,2011,1,1,9,130.0
1,0,1,2,8.2,10.605,51,11.0014,2011,1,1,10,54.0
1,0,1,2,8.2,10.605,47,8.9981,2011,1,1,11,35.0
1,0,1,2,8.2,11.365,51,7.0015,2011,1,1,12,57.0
1,0,1,2,8.2,11.365,59,6.0032,2011,1,1,13,52.0
1,0,1,2,8.2,11.365,59,6.0032,2011,1,1,14,63.0
1,0,1,2,6.56,9.85,80,6.0032,2011,1,1,15,47.0
1,0,1,2,6.56,7.575,86,15.0013,2011,1,1,16,76.0
1,0,1,2,6.56,7.575,86,15.0013,2011,1,1,17,136.0
1,0,1,3,6.56,9.09,93,7.0015,2011,1,1,18,95.0
1,0,1,3,6.56,11.365,93,6.262757999999996,2011,1,1,19,51.0
1,0,1,3,6.56,7.575,93,12.998,2011,1,1,20,32.0
1,0,1,3,6.56,9.85,86,6.0032,2011,1,1,21,20.0
1,0,1,3,6.56,9.09,93,7.0015,2011,1,1,22,29.0
1,0,1,3,6.56,9.85,93,6.0032,2011,1,1,23,19.0
1,0,1,2,6.56,9.85,86,6.0032,2011,1,2,0,7.0
1,0,1,2,6.56,9.09,86,7.0015,2011,1,2,1,6.0
1,0,1,1,5.74,7.575,86,8.9981,2011,1,2,2,1.0
1,0,1,1,5.74,7.575,86,11.0014,2011,1,2,5,5.0
1,0,1,1,4.92,7.575,93,8.9981,2011,1,2,6,16.0
1,0,1,1,5.74,7.575,69,8.9981,2011,1,2,7,54.0
1,0,1,1,6.56,8.335,59,11.0014,2011,1,2,8,128.0
1,0,1,1,6.56,6.82,59,22.0028,2011,1,2,9,81.0
1,0,1,1,7.38,9.09,55,15.0013,2011,1,2,10,39.0
1,0,1,1,8.2,9.09,51,26.0027,2011,1,2,11,35.0
1,0,1,1,8.2,7.575,47,39.0007,2011,1,2,12,55.0
1,0,1,1,9.02,9.85,44,23.9994,2011,1,2,13,49.0
1,0,1,1,8.2,9.09,47,22.0028,2011,1,2,14,44.0
1,0,1,1,8.2,8.335,47,27.9993,2011,1,2,15,49.0
1,0,1,1,9.02,9.85,44,22.0028,2011,1,2,16,68.0
1,0,1,1,8.2,9.09,47,23.9994,2011,1,2,17,139.0
1,0,1,1,8.2,7.575,47,35.0008,2011,1,2,18,137.0
1,0,1,1,7.38,7.575,47,27.9993,2011,1,2,19,83.0
1,0,1,1,6.56,6.82,50,22.0028,2011,1,2,20,56.0
1,0,1,1,6.56,6.82,55,22.0028,2011,1,2,21,57.0
1,0,1,1,6.56,6.06,55,30.0026,2011,1,2,22,33.0
1,0,1,1,5.74,5.305,59,27.9993,2011,1,2,23,20.0
1,0,1,1,5.74,6.06,59,19.0012,2011,1,3,0,7.0
1,0,1,1,5.74,6.06,50,19.0012,2011,1,3,1,2.0
1,0,1,1,5.74,6.06,50,23.9994,2011,1,3,2,2.0
1,0,1,1,5.74,6.06,50,22.0028,2011,1,3,3,3.0
1,0,1,1,5.74,6.06,50,16.9979,2011,1,3,4,4.0
1,0,1,1,5.74,6.06,50,19.9995,2011,1,3,5,3.0
1,0,1,1,4.92,7.575,54,8.9981,2011,1,3,6,28.0
1,0,1,1,4.92,7.575,54,8.9981,2011,1,3,7,72.0
1,0,1,1,5.74,6.82,50,12.998,2011,1,3,8,202.0
1,0,1,1,5.74,6.06,50,22.0028,2011,1,3,9,139.0
1,0,1,2,6.56,6.82,50,23.9994,2011,1,3,10,38.0
1,0,1,2,8.2,8.335,44,30.0026,2011,1,3,11,37.0
1,0,1,1,8.2,8.335,44,27.9993,2011,1,3,12,52.0
1,0,1,1,9.02,9.85,41,30.0026,2011,1,3,13,83.0
1,0,1,1,9.02,9.85,41,26.0027,2011,1,3,14,42.0
1,0,1,1,9.84,10.605,38,19.9995,2011,1,3,15,60.0
1,0,1,1,9.84,10.605,38,23.9994,2011,1,3,16,78.0
1,0,1,1,8.2,9.09,40,19.0012,2011,1,3,17,162.0
1,0,1,1,8.2,9.09,40,22.0028,2011,1,3,18,144.0
1,0,1,1,6.56,7.575,47,16.9979,2011,1,3,19,99.0
1,0,1,1,6.56,7.575,47,15.0013,2011,1,3,20,64.0
1,0,1,1,5.74,6.06,46,19.9995,2011,1,3,21,40.0
1,0,1,1,5.74,6.06,46,22.0028,2011,1,3,22,30.0
1,0,1,1,4.92,6.82,50,12.998,2011,1,3,23,15.0
1,0,1,1,4.92,6.82,50,12.998,2011,1,4,0,14.0
1,0,1,1,4.1,6.06,54,11.0014,2011,1,4,1,5.0
1,0,1,1,4.1,6.06,54,8.9981,2011,1,4,2,1.0
1,0,1,1,4.1,6.82,54,7.0015,2011,1,4,3,1.0
1,0,1,1,4.1,6.82,54,6.0032,2011,1,4,5,8.0
1,0,1,1,4.1,9.09,54,6.507008733333327,2011,1,4,6,17.0
1,0,1,1,4.1,6.06,74,11.0014,2011,1,4,7,70.0
1,0,1,1,4.92,8.335,68,6.771531273809522,2011,1,4,8,158.0
1,0,1,1,5.74,7.575,69,8.9981,2011,1,4,9,117.0
1,0,1,1,7.38,9.09,55,12.998,2011,1,4,10,44.0
1,0,1,1,7.38,8.335,51,19.0012,2011,1,4,11,53.0
1,0,1,1,8.2,9.85,44,16.9979,2011,1,4,12,61.0
1,0,1,1,9.02,9.85,37,26.0027,2011,1,4,13,77.0
1,0,1,1,9.02,10.605,41,19.0012,2011,1,4,14,64.0
1,0,1,1,9.84,12.12,38,11.0014,2011,1,4,15,68.0
1,0,1,1,9.02,12.12,41,7.0015,2011,1,4,16,90.0
1,0,1,1,9.02,11.365,41,11.0014,2011,1,4,17,159.0
1,0,1,1,8.2,12.88,47,6.6995142499999965,2011,1,4,18,139.0
1,0,1,1,6.56,9.85,59,6.0032,2011,1,4,19,92.0
1,0,1,1,7.38,12.12,59,6.495029133333327,2011,1,4,20,68.0
1,0,1,1,6.56,11.365,69,6.12639066666666,2011,1,4,21,52.0
1,0,1,2,6.56,11.365,69,6.4926349999999955,2011,1,4,22,36.0
1,0,1,2,7.38,12.12,55,6.642492304761899,2011,1,4,23,27.0
1,0,0,1,7.38,12.12,55,6.747765416666665,2011,1,5,0,28.0
1,0,0,2,6.56,9.85,59,6.0032,2011,1,5,1,20.0
1,0,0,2,6.56,9.85,59,6.0032,2011,1,5,2,12.0
1,0,0,2,6.56,11.365,59,6.062099699999994,2011,1,5,3,8.0
1,0,0,2,6.56,11.365,59,6.062099699999994,2011,1,5,4,5.0
1,0,0,1,6.56,11.365,59,6.226320049999995,2011,1,5,5,1.0
1,0,0,1,5.74,8.335,63,7.0015,2011,1,5,6,3.0
1,0,0,1,5.74,10.605,63,6.242858999999995,2011,1,5,7,10.0
1,0,0,1,5.74,7.575,63,8.9981,2011,1,5,8,23.0
1,0,0,1,6.56,9.09,64,8.9981,2011,1,5,9,33.0
1,0,0,1,7.38,9.85,59,11.0014,2011,1,5,10,59.0
1,0,0,1,8.2,9.85,55,15.0013,2011,1,5,11,72.0
1,0,0,1,9.84,11.365,48,15.0013,2011,1,5,12,89.0
1,0,0,1,11.48,12.88,38,19.9995,2011,1,5,13,101.0
1,0,0,1,12.3,14.395,39,19.0012,2011,1,5,14,118.0
1,0,0,2,13.12,15.91,36,12.998,2011,1,5,15,129.0
1,0,0,2,13.94,16.665,34,12.998,2011,1,5,16,128.0
1,0,0,2,13.12,15.15,36,19.0012,2011,1,5,17,83.0
1,0,0,2,12.3,14.395,45,16.9979,2011,1,5,18,84.0
1,0,0,2,13.12,15.15,39,16.9979,2011,1,5,19,74.0
1,0,0,2,13.12,15.15,39,16.9979,2011,1,5,20,41.0
1,0,0,2,13.12,15.15,39,15.0013,2011,1,5,21,57.0
1,0,0,2,12.3,15.91,42,7.0015,2011,1,5,22,26.0
1,0,0,1,12.3,14.395,45,19.0012,2011,1,5,23,44.0
1,0,0,1,10.66,15.15,56,6.149706666666661,2011,1,6,0,39.0
1,0,0,1,10.66,13.635,56,8.9981,2011,1,6,1,23.0
1,0,0,1,10.66,14.395,56,6.0032,2011,1,6,2,16.0
1,0,0,1,9.02,13.635,69,6.678783333333331,2011,1,6,3,15.0
1,0,0,1,10.66,12.88,56,11.0014,2011,1,6,4,1.0
1,0,0,2,10.66,12.88,56,11.0014,2011,1,6,5,2.0
1,0,0,2,10.66,12.88,56,11.0014,2011,1,6,6,1.0
1,0,0,2,9.84,10.605,56,19.9995,2011,1,6,7,3.0
1,0,0,1,9.02,10.605,55,19.0012,2011,1,6,8,18.0
1,0,0,1,9.02,10.605,51,16.9979,2011,1,6,9,32.0
1,0,0,1,9.02,10.605,51,19.0012,2011,1,6,10,79.0
1,0,0,1,9.84,11.365,44,16.9979,2011,1,6,11,93.0
1,0,0,1,9.84,10.605,41,19.0012,2011,1,6,12,104.0
1,0,0,1,10.66,11.365,35,19.9995,2011,1,6,13,118.0
1,0,0,1,11.48,13.635,36,16.9979,2011,1,6,14,91.0
1,0,0,1,10.66,12.12,38,16.9979,2011,1,6,15,113.0
1,0,0,1,9.84,11.365,38,15.0013,2011,1,6,16,99.0
1,0,0,1,9.02,10.605,37,16.9979,2011,1,6,17,105.0
1,0,0,1,8.2,10.605,40,11.0014,2011,1,6,18,67.0
1,0,0,1,7.38,9.85,47,8.9981,2011,1,6,19,61.0
1,0,0,1,7.38,9.85,47,11.0014,2011,1,6,20,57.0
1,0,0,1,7.38,9.85,51,11.0014,2011,1,6,21,28.0
1,0,0,2,8.2,10.605,49,8.9981,2011,1,6,22,21.0
1,0,0,2,8.2,11.365,40,7.0015,2011,1,6,23,18.0
1,1,0,2,8.2,9.85,47,15.0013,2011,1,0,0,17.0
1,1,0,2,8.2,9.85,44,12.998,2011,1,0,1,16.0
1,1,0,2,7.38,8.335,43,16.9979,2011,1,0,2,8.0
1,1,0,2,7.38,9.09,43,12.998,2011,1,0,3,2.0
1,1,0,2,7.38,9.85,43,8.9981,2011,1,0,4,3.0
1,1,0,2,7.38,9.85,43,11.0014,2011,1,0,5,1.0
1,1,0,2,7.38,9.09,43,12.998,2011,1,0,6,5.0
1,1,0,2,6.56,9.09,50,8.9981,2011,1,0,7,13.0
1,1,0,2,6.56,7.575,47,15.0013,2011,1,0,8,33.0
1,1,0,2,6.56,7.575,47,15.0013,2011,1,0,9,47.0
1,1,0,2,6.56,7.575,50,16.9979,2011,1,0,10,57.0
